Gene	Synonmys	all	aml	anal	rectal	colon	bladder	uterine	bone	breast	cns	esophageal	gastric	kaposi	melanoma	ovarian	cervical	mds	nhl	pancreas	nsclc	sclc	hnscc
RIOK3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
RIT1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF130		2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0
RNF144B		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF169		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
RNF185		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
RNF19A		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF214		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF216		2	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF44		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPS6KB1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
RPTOR		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
RSBN1		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
RXRA		0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
SAFB2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SAMD8		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
SAP130		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
SAR1B		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SAV1		2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
SDC2		0	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
SEC24A		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SELENOF		2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
SEM1		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SERINC5		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
SERPIND1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SFT2D3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SFXN1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BP5		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SH3PXD2A		2	2	0	2	2	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
SH3RF1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SHANK2		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
SIK2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SIKE1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC16A10		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC25A13		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A46		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC30A9		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC35D1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC3A2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC44A1		0	0	0	2	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
SMAD5		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
SMC3		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
SNAPC4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNRK		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNRPD3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
SNX27		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
SOCS5		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0
SORBS1		2	2	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0
SORT1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
SP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPECC1L		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPIRE1		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
SPTAN1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SRCAP		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SREBF2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SRP19		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ST3GAL4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ST6GAL1		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
STARD7		0	2	0	0	0	0	2	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0
STK40		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
STRBP		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
STXBP5		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
STYK1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
STYX		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
SUPT6H		2	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
SVIL		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0
SYMPK		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SYNJ2BP		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
TAB3		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TANC2		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
TASOR		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
TATDN1		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
TBC1D15		2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0
TBPL1		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
TENT4A		0	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
TGFBR1		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0
THADA		2	2	0	2	2	0	2	2	2	2	0	2	0	0	2	0	0	2	0	0	0	0
THSD7A		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
TIGD3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TMEM131		2	2	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0
TMEM150A		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
TMEM161B		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TMEM164		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
TMEM167A		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
TMEM245		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TMEM79		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
TNPO2		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TOM1L2		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
TPM1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TPP2		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
TRAPPC10		2	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
TRMT1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TRPS1		0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0
TTC9C		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TUBD1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
TUG1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TXNRD2		2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0
UBA3		2	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
UBALD1		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
UBE2E1		2	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
UGP2		0	2	0	0	0	0	2	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0
ULK1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
URI1		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
USP48		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
VARS		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
VEGFA		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS37B		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
WARS1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
WEE1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
WIPF2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
WWC1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
XIAP		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPNPEP1		2	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
XPO4		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
YES1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZBTB2		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ZBTB38		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ZC3H14		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
ZC3H15		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZDHHC3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZDHHC5		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZDHHC9		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ZFHX4		0	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
ZNF106		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZNF146		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ZNF395		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ZNF445		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
ZNF710		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ZNF746		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ZFYVE1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZHX2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ZMYM4		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ZMYM5		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ZNRF2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
C9orf85		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
KIAA0825		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
C22orf39		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf87		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
C4orf46		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
C11orf54		2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
C14orf93		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
KIAA1109		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
APTR		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AAGAB		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ABHD17B		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ABTB2		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ACBD5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACO1		0	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
ACOX1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ACRBP		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
ACSS2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ADAMTSL4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ADAP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ADARB1		2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0
ADGRA3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ADH5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFM		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AGAP1		0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2		2	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
AGFG1		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
AGGF1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AGMO		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AHNAK		2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0
AHR		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AIFM3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AK2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP6		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ALAD		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ALDH3A2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AMOTL1		2	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0
AMPD1		2	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
ANAPC7		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ANKIB1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ANP32A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP3D1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
APBB1IP		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
APBB3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
APOH		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPL2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
AQP3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ARAP1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ARAP2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ARF3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ARFGEF2		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
ARFRP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ARHGAP17		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
ARHGEF38		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL5A		0	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
ARL6IP1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL2		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
ARRDC1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ARRDC3		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AS3MT		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASAP2		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASCC3		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
ASTN2		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ATAD3A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG7		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ATL3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ATP11C		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ATP2B1		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
ATP5F1A		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ATP5PD		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ATP5PB		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ATP6V0E1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ATRNL1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ATXN2L		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN7L1		2	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
C7orf25		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
B4GALNT2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
B4GALT1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALT5		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BABAM2		2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0
BAG5		0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
BAHD1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
BAIAP3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAR1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
BCAS2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BFAR		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BICD2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
BICRA		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BIRC2		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
BLCAP		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BMT2		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
BNIP3L		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BPHL		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
BRD7		2	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
BTBD18		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BTBD9		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
C3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CAAP1		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
CABLES2		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
CALD1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CAMK2G		2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
CAMSAP1		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
CAND2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CAVIN1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"CBS CBSL"		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC163		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC25		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC34		2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
CCDC87		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CCDC88C		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
CCDC97		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CCN4		2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
CCNI		2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
CCSER1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CCT3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CD302		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD9		0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
CDC25A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CDC40		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
CDIP1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CDK5R1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK7		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
CDR2		2	2	0	2	2	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
CEP170		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
CEP350		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
CEP68		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CFAP70		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CHMP4C		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
CHMP7		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
CHP1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CHST3		2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
CHSY1		2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0
CKAP5		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CLPTM1		0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
CLPX		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CMPK1		2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
COG4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMMD1		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
COPS2		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
